[36, 28, 23, 13, 17, 24, 9, 25, 22, 26, 15, 27, 17, 25, 12, 17, 10, 21, 18, 19, 15, 12, 13, 23, 10, 10, 14, 28, 17, 11, 18, 17, 24, 25, 21, 15, 19, 15, 24, 8, 22, 22, 24, 12, 22, 21, 25, 19, 13, 21]
[36, 14, 22, 10, 25, 11, 20, 34, 14, 19, 3, 13, 20, 23, 22, 24, 11, 12, 17, 14, 23, 11, 19, 14, 17, 16, 26, 19, 20, 21, 20, 15, 26, 23, 16, 26, 12, 11, 22, 19, 15, 15, 9, 15, 14, 17, 26, 1, 36, 9]
[36, 25, 1, 20, 19, 19, 27, 20, 15, 14, 13, 19, 15, 17, 17, 14, 13, 28, 24, 29, 21, 24, 22, 25, 1, 20, 18, 22, 15, 18, 21, 34, 19, 30, 22, 13, 14, 27, 27, 16, 29, 27, 22, 20, 25, 22, 17, 20, 11, 25]
[36, 11, 19, 21, 16, 1, 20, 11, 20, 29, 22, 24, 22, 15, 27, 16, 9, 19, 24, 15, 20, 28, 17, 24, 13, 22, 16, 12, 17, 29, 18, 19, 6, 13, 18, 24, 25, 22, 21, 23, 22, 1, 19, 4, 21, 22, 26, 13, 20, 22]
[36, 21, 23, 11, 20, 24, 21, 19, 24, 18, 17, 18, 12, 17, 16, 14, 12, 17, 24, 13, 28, 19, 23, 12, 15, 21, 16, 21, 28, 1, 23, 23, 28, 19, 17, 21, 21, 19, 30, 13, 24, 29, 13, 32, 35, 31, 17, 4, 12, 17]
[36, 17, 24, 33, 16, 33, 18, 34, 29, 17, 17, 25, 21, 15, 21, 13, 29, 17, 25, 19, 27, 23, 20, 32, 24, 21, 15, 29, 20, 15, 12, 13, 25, 18, 20, 17, 14, 24, 5, 22, 21, 18, 17, 29, 25, 13, 12, 17, 24, 23]
[36, 21, 24, 21, 30, 31, 29, 26, 11, 15, 19, 26, 35, 18, 30, 35, 34, 15, 28, 27, 13, 17, 16, 18, 13, 31, 14, 24, 22, 31, 19, 33, 23, 11, 21, 19, 14, 19, 25, 20, 16, 27, 18, 19, 13, 20, 19, 15, 24, 18]
[36, 28, 20, 19, 23, 15, 24, 26, 20, 15, 21, 23, 22, 22, 20, 18, 20, 15, 28, 17, 21, 15, 27, 22, 24, 32, 30, 32, 36, 23, 1, 13, 21, 17, 27, 21, 27, 17, 21, 25, 17, 21, 29, 19, 23, 12, 16, 33, 20, 23]
[36, 28, 24, 16, 26, 5, 10, 28, 16, 4, 20, 23, 23, 20, 14, 14, 15, 20, 30, 22, 20, 19, 17, 24, 34, 20, 15, 18, 21, 10, 1, 21, 28, 21, 20, 21, 17, 8, 17, 27, 22, 12, 27, 14, 30, 24, 23, 17, 16, 26]
[36, 26, 26, 28, 14, 32, 24, 35, 19, 16, 1, 13, 34, 34, 14, 30, 18, 28, 12, 21, 23, 3, 21, 27, 20, 27, 20, 16, 23, 16, 12, 26, 16, 25, 19, 13, 24, 11, 16, 20, 24, 4, 35, 16, 29, 24, 16, 14, 20, 24]
[36, 31, 18, 30, 14, 26, 23, 21, 6, 33, 3, 23, 18, 17, 11, 23, 24, 17, 35, 27, 19, 29, 18, 35, 28, 23, 23, 10, 27, 22, 34, 22, 12, 18, 28, 17, 35, 17, 30, 30, 18, 20, 14, 24, 21, 29, 18, 19, 21, 34]
[36, 28, 4, 32, 19, 34, 25, 18, 15, 14, 27, 28, 25, 35, 17, 29, 17, 31, 21, 19, 30, 24, 16, 25, 13, 24, 17, 13, 23, 14, 19, 1, 15, 18, 29, 22, 35, 18, 21, 21, 32, 15, 20, 17, 17, 17, 33, 17, 10, 18]
[36, 27, 17, 29, 19, 12, 17, 14, 27, 22, 8, 32, 20, 5, 19, 31, 25, 22, 30, 14, 29, 24, 8, 18, 24, 17, 17, 27, 17, 23, 27, 17, 18, 16, 21, 1, 35, 33, 18, 33, 27, 25, 32, 20, 23, 26, 26, 17, 22, 23]
[36, 21, 18, 24, 16, 19, 22, 21, 27, 23, 22, 22, 15, 18, 28, 24, 31, 27, 10, 33, 17, 17, 24, 19, 23, 29, 20, 33, 21, 15, 26, 32, 29, 16, 27, 29, 35, 27, 18, 12, 18, 23, 31, 20, 16, 17, 26, 18, 29, 27]
[36, 20, 30, 28, 33, 29, 13, 19, 18, 23, 9, 16, 29, 23, 17, 27, 22, 18, 15, 17, 28, 22, 28, 25, 33, 24, 22, 2, 22, 29, 24, 13, 31, 31, 25, 26, 16, 17, 18, 25, 20, 27, 23, 24, 17, 23, 20, 20, 30, 11]
[36, 17, 18, 14, 30, 20, 26, 35, 27, 16, 18, 26, 26, 35, 34, 31, 33, 14, 31, 32, 14, 24, 29, 19, 32, 12, 30, 30, 32, 34, 14, 31, 35, 23, 20, 21, 21, 21, 20, 18, 29, 14, 18, 1, 23, 30, 26, 12, 18, 16]
[36, 15, 30, 23, 19, 24, 21, 11, 22, 33, 29, 22, 33, 32, 31, 23, 22, 28, 26, 25, 21, 31, 32, 32, 35, 22, 16, 33, 30, 21, 19, 33, 25, 33, 32, 32, 30, 18, 21, 34, 30, 22, 25, 37, 35, 6, 17, 28, 34, 38]
[38, 23, 25, 34, 21, 17, 21, 34, 19, 13, 24, 26, 26, 26, 25, 17, 26, 21, 25, 32, 24, 30, 30, 10, 25, 16, 18, 18, 18, 19, 20, 29, 21, 30, 27, 18, 30, 33, 13, 29, 19, 21, 13, 31, 19, 20, 25, 36, 30, 24]
[38, 2, 23, 30, 11, 23, 30, 29, 21, 30, 7, 19, 23, 23, 25, 26, 27, 20, 22, 29, 27, 30, 18, 16, 33, 18, 29, 36, 34, 29, 18, 16, 22, 25, 18, 12, 25, 29, 5, 16, 23, 8, 18, 17, 22, 23, 27, 34, 15, 21]
[38, 27, 24, 24, 11, 31, 31, 16, 35, 19, 13, 17, 12, 19, 34, 22, 31, 30, 29, 32, 26, 14, 25, 22, 30, 15, 19, 20, 32, 30, 30, 25, 29, 35, 30, 34, 26, 16, 26, 15, 21, 32, 19, 28, 32, 16, 33, 19, 24, 14]
[38, 29, 33, 18, 23, 19, 23, 12, 24, 38, 22, 22, 18, 31, 27, 21, 25, 30, 29, 26, 23, 20, 18, 29, 25, 32, 21, 31, 20, 27, 25, 35, 20, 27, 19, 20, 26, 33, 28, 16, 29, 17, 26, 25, 18, 30, 16, 22, 16, 34]
[38, 23, 7, 27, 24, 31, 1, 29, 28, 16, 20, 25, 10, 20, 23, 15, 40, 22, 29, 28, 19, 25, 22, 38, 35, 28, 28, 37, 32, 17, 16, 37, 24, 30, 32, 21, 31, 25, 21, 23, 20, 30, 22, 18, 40, 21, 20, 17, 27, 25]
[40, 26, 31, 3, 13, 30, 25, 30, 12, 31, 40, 22, 16, 30, 17, 22, 24, 25, 21, 20, 23, 28, 22, 32, 19, 33, 32, 22, 11, 26, 19, 34, 26, 36, 26, 28, 24, 37, 19, 31, 24, 36, 35, 33, 23, 21, 22, 33, 26, 23]
[40, 23, 22, 10, 17, 24, 28, 25, 19, 37, 14, 26, 36, 22, 27, 22, 30, 18, 17, 21, 26, 27, 33, 36, 28, 26, 22, 34, 21, 31, 34, 9, 18, 34, 29, 16, 22, 21, 30, 27, 19, 37, 18, 19, 22, 17, 26, 31, 31, 14]
[40, 31, 30, 18, 2, 27, 25, 31, 35, 20, 21, 18, 12, 36, 26, 26, 29, 33, 20, 23, 34, 25, 17, 33, 13, 15, 21, 28, 25, 32, 26, 25, 24, 22, 26, 31, 21, 27, 22, 14, 27, 34, 30, 21, 8, 28, 24, 22, 19, 27]
[40, 20, 20, 15, 17, 29, 19, 25, 25, 21, 20, 24, 16, 24, 25, 35, 28, 30, 23, 10, 22, 14, 17, 19, 18, 17, 19, 13, 36, 33, 22, 26, 20, 15, 25, 29, 30, 26, 27, 25, 29, 27, 23, 23, 21, 25, 33, 23, 32, 34]
[40, 26, 13, 28, 16, 33, 39, 27, 25, 26, 20, 29, 21, 25, 17, 19, 33, 25, 28, 28, 13, 17, 21, 29, 22, 16, 31, 32, 17, 11, 27, 24, 21, 33, 20, 37, 22, 30, 33, 36, 22, 34, 32, 28, 20, 24, 25, 21, 21, 35]
[40, 31, 5, 21, 37, 32, 25, 17, 33, 1, 19, 30, 19, 27, 21, 29, 19, 25, 20, 33, 20, 30, 31, 21, 25, 30, 37, 20, 38, 20, 33, 15, 22, 12, 25, 41, 32, 33, 20, 23, 21, 25, 37, 31, 26, 24, 29, 18, 29, 32]
[41, 19, 38, 29, 33, 39, 24, 38, 33, 24, 26, 28, 23, 19, 29, 32, 31, 37, 37, 21, 20, 25, 22, 27, 37, 26, 24, 28, 31, 30, 26, 36, 29, 33, 26, 32, 23, 30, 16, 21, 36, 13, 35, 34, 35, 31, 39, 34, 36, 16]
[41, 25, 2, 25, 30, 18, 28, 32, 29, 33, 33, 12, 36, 32, 20, 21, 34, 28, 33, 39, 25, 30, 26, 36, 21, 19, 18, 32, 28, 28, 31, 31, 37, 38, 22, 26, 32, 24, 22, 33, 35, 29, 17, 31, 37, 23, 23, 21, 26, 21]
[41, 37, 17, 34, 35, 28, 34, 25, 20, 38, 23, 19, 33, 27, 11, 28, 15, 34, 22, 33, 10, 33, 26, 38, 20, 31, 15, 35, 34, 18, 36, 23, 18, 31, 25, 15, 32, 34, 21, 29, 14, 30, 27, 22, 31, 41, 25, 20, 10, 31]
[41, 29, 21, 21, 25, 15, 12, 14, 33, 36, 23, 31, 25, 24, 18, 20, 24, 40, 41, 33, 24, 24, 36, 21, 31, 25, 19, 38, 34, 12, 32, 25, 31, 26, 30, 24, 26, 33, 35, 25, 24, 39, 30, 27, 12, 33, 30, 25, 35, 24]
[41, 27, 27, 9, 18, 30, 17, 25, 17, 26, 19, 30, 22, 33, 23, 22, 36, 15, 26, 17, 22, 26, 34, 27, 22, 34, 18, 27, 35, 26, 24, 32, 34, 19, 31, 22, 19, 35, 28, 28, 34, 29, 30, 32, 39, 14, 35, 30, 33, 37]
[41, 29, 31, 22, 28, 22, 34, 9, 22, 23, 36, 36, 30, 33, 31, 29, 37, 36, 34, 36, 26, 20, 20, 25, 33, 29, 30, 18, 32, 26, 21, 23, 26, 19, 20, 34, 29, 26, 25, 19, 17, 17, 35, 35, 15, 35, 36, 24, 16, 18]
[41, 35, 19, 32, 31, 34, 28, 32, 33, 20, 22, 36, 21, 24, 18, 32, 39, 31, 29, 25, 30, 35, 31, 37, 19, 28, 30, 14, 30, 34, 21, 40, 36, 26, 28, 35, 18, 26, 38, 34, 15, 30, 32, 15, 23, 22, 21, 30, 19, 26]
[41, 26, 1, 28, 26, 26, 34, 23, 20, 33, 30, 27, 21, 35, 26, 21, 30, 40, 25, 27, 24, 30, 32, 26, 16, 31, 33, 29, 28, 25, 28, 32, 31, 27, 33, 37, 24, 27, 18, 20, 25, 28, 27, 23, 30, 21, 29, 33, 25, 29]
[41, 31, 28, 20, 22, 24, 1, 27, 14, 29, 32, 28, 31, 19, 19, 29, 20, 31, 32, 30, 26, 27, 26, 25, 15, 34, 26, 29, 29, 27, 24, 29, 16, 34, 18, 33, 30, 25, 18, 14, 32, 31, 27, 34, 24, 22, 33, 27, 31, 23]
[41, 28, 36, 13, 28, 21, 35, 22, 18, 33, 35, 36, 27, 30, 30, 26, 34, 30, 32, 37, 25, 27, 28, 31, 30, 32, 21, 25, 26, 16, 20, 19, 32, 30, 19, 30, 30, 39, 33, 34, 31, 35, 28, 22, 18, 21, 13, 27, 29, 24]
[41, 24, 25, 30, 16, 21, 20, 38, 16, 19, 15, 22, 31, 30, 24, 16, 30, 23, 17, 33, 31, 25, 19, 30, 21, 25, 26, 36, 29, 26, 13, 35, 35, 30, 21, 26, 32, 28, 18, 25, 32, 33, 39, 29, 18, 32, 26, 37, 33, 31]
[41, 21, 29, 19, 30, 28, 2, 19, 26, 29, 26, 26, 31, 28, 22, 16, 34, 19, 27, 19, 31, 29, 28, 25, 29, 37, 30, 35, 38, 18, 39, 22, 25, 30, 20, 35, 37, 34, 22, 23, 33, 30, 31, 28, 35, 31, 37, 32, 33, 33]
[41, 36, 34, 16, 23, 35, 36, 31, 26, 20, 28, 20, 14, 40, 24, 30, 18, 34, 15, 29, 18, 25, 23, 31, 34, 21, 30, 35, 36, 28, 25, 32, 34, 30, 31, 32, 20, 19, 27, 28, 35, 32, 29, 27, 27, 22, 15, 38, 29, 25]
[41, 31, 33, 23, 18, 35, 31, 33, 32, 36, 16, 33, 28, 25, 20, 28, 37, 20, 36, 27, 39, 27, 30, 13, 28, 30, 31, 19, 23, 24, 37, 18, 28, 22, 23, 16, 25, 27, 21, 39, 27, 36, 33, 30, 31, 29, 27, 32, 19, 33]
[41, 32, 20, 25, 26, 32, 24, 33, 20, 29, 32, 36, 29, 34, 19, 35, 25, 17, 39, 14, 33, 35, 38, 15, 33, 35, 25, 22, 30, 25, 30, 30, 27, 21, 21, 36, 16, 34, 28, 19, 31, 24, 15, 13, 34, 21, 32, 28, 23, 25]
[41, 25, 20, 33, 20, 33, 16, 29, 20, 10, 20, 22, 25, 35, 36, 37, 29, 31, 22, 31, 36, 31, 27, 18, 32, 20, 23, 36, 39, 33, 29, 29, 28, 25, 21, 37, 28, 30, 23, 28, 30, 17, 16, 34, 20, 32, 24, 34, 25, 28]
[41, 21, 27, 22, 29, 24, 1, 27, 29, 21, 19, 33, 17, 29, 29, 25, 28, 36, 31, 33, 30, 37, 29, 35, 30, 35, 28, 16, 27, 27, 37, 36, 36, 23, 22, 33, 35, 36, 29, 10, 22, 36, 31, 38, 24, 37, 20, 35, 33, 33]
[41, 30, 1, 34, 40, 25, 28, 39, 22, 30, 31, 31, 34, 25, 28, 24, 26, 36, 31, 28, 28, 15, 26, 36, 31, 32, 18, 28, 26, 27, 20, 22, 18, 29, 19, 19, 13, 26, 25, 36, 22, 30, 37, 40, 30, 24, 27, 35, 20, 29]
[41, 15, 20, 35, 34, 28, 27, 1, 36, 30, 30, 37, 36, 26, 32, 34, 38, 33, 28, 24, 31, 16, 23, 11, 26, 32, 30, 36, 30, 8, 11, 25, 22, 30, 27, 19, 21, 29, 32, 28, 26, 32, 31, 22, 38, 18, 33, 31, 28, 28]
