[17, 1, 3, 1, 11, 2, 17, 19, 20, 5, 1, 1, 1, 23, 1, 1, 1, 16, 1, 1, 1]
[26, 29, 1, 1, 19, 20, 15, 23, 36, 1, 1, 23, 5, 6, 12, 1, 1, 27, 25, 26, 16]
[24, 14, 21, 12, 23, 11, 15, 26, 19, 5, 14, 36, 19, 16, 4, 9, 11, 15, 13, 1, 15]
[16, 24, 16, 19, 8, 21, 23, 16, 9, 16, 13, 21, 18, 19, 28, 24, 9, 23, 19, 17, 22]
[15, 19, 6, 12, 1, 22, 24, 32, 16, 26, 20, 24, 25, 23, 24, 12, 19, 1, 13, 19, 21]
[27, 16, 29, 28, 1, 23, 24, 19, 13, 27, 32, 18, 23, 14, 22, 23, 30, 28, 22, 26, 15]
[29, 24, 21, 12, 24, 16, 21, 28, 20, 18, 13, 29, 22, 3, 18, 18, 18, 2, 15, 22, 24]
[31, 27, 22, 27, 26, 25, 20, 20, 25, 16, 5, 25, 25, 28, 28, 18, 24, 24, 23, 22, 31]
[22, 21, 26, 26, 17, 27, 23, 12, 26, 21, 17, 22, 16, 29, 23, 18, 24, 11, 23, 28, 15]
[25, 19, 12, 34, 25, 14, 26, 26, 14, 19, 22, 19, 23, 11, 21, 16, 28, 22, 33, 19, 30]
[25, 22, 22, 19, 24, 26, 27, 30, 22, 15, 30, 26, 15, 26, 24, 26, 19, 24, 21, 21, 21]
[13, 20, 30, 16, 14, 13, 23, 26, 5, 24, 21, 25, 26, 19, 29, 23, 34, 22, 16, 23, 19]
[21, 16, 19, 17, 4, 21, 11, 26, 26, 25, 22, 27, 17, 20, 11, 26, 21, 22, 15, 24, 25]
[33, 26, 22, 22, 27, 17, 30, 21, 27, 27, 19, 22, 21, 25, 15, 20, 18, 18, 29, 20, 22]
[18, 28, 28, 16, 21, 26, 29, 26, 20, 21, 21, 26, 20, 35, 33, 21, 22, 24, 25, 19, 10]
[18, 26, 22, 25, 24, 27, 26, 19, 26, 18, 21, 23, 19, 16, 20, 23, 37, 23, 18, 28, 27]
[18, 27, 17, 16, 20, 26, 28, 25, 26, 21, 25, 26, 12, 30, 23, 23, 21, 23, 17, 24, 29]
[31, 23, 12, 31, 14, 22, 17, 21, 27, 22, 36, 5, 25, 23, 18, 20, 24, 18, 22, 28, 19]
[21, 16, 31, 30, 20, 29, 14, 16, 24, 23, 33, 28, 24, 12, 34, 20, 25, 33, 24, 23, 25]
[23, 32, 21, 19, 18, 25, 24, 25, 16, 30, 30, 31, 24, 29, 31, 25, 26, 19, 30, 18, 26]
[30, 23, 26, 25, 19, 27, 29, 25, 22, 17, 28, 25, 29, 23, 31, 18, 30, 24, 26, 29, 28]
[22, 30, 22, 29, 31, 28, 25, 27, 27, 30, 20, 28, 25, 24, 27, 29, 28, 20, 24, 22, 24]
[23, 26, 31, 15, 27, 27, 28, 27, 26, 22, 27, 22, 21, 22, 29, 30, 32, 21, 24, 21, 22]
[27, 26, 32, 29, 19, 25, 24, 22, 22, 27, 25, 32, 31, 26, 19, 25, 20, 25, 23, 28, 27]
[23, 24, 22, 25, 24, 32, 27, 26, 23, 30, 30, 24, 25, 25, 24, 25, 23, 29, 29, 31, 17]
[28, 32, 23, 21, 26, 27, 23, 29, 24, 27, 27, 30, 32, 24, 24, 32, 33, 18, 21, 28, 25]
[27, 31, 26, 23, 28, 27, 30, 26, 32, 24, 30, 27, 31, 30, 32, 33, 32, 29, 22, 27, 31]
[30, 26, 35, 26, 29, 27, 24, 21, 24, 32, 23, 20, 32, 32, 23, 31, 19, 26, 30, 24, 32]
[27, 32, 30, 34, 24, 35, 24, 26, 30, 27, 32, 30, 22, 37, 29, 27, 25, 28, 25, 26, 26]
[28, 22, 32, 31, 37, 28, 26, 27, 32, 31, 22, 36, 37, 27, 28, 22, 24, 40, 30, 21, 33]
[27, 25, 28, 34, 27, 32, 40, 31, 36, 24, 33, 21, 33, 33, 27, 24, 34, 26, 34, 26, 20]
[35, 24, 35, 28, 25, 34, 29, 36, 21, 31, 34, 21, 33, 33, 25, 31, 34, 35, 23, 36, 33]
[30, 33, 23, 27, 22, 33, 36, 23, 33, 25, 27, 25, 32, 29, 26, 26, 36, 36, 36, 34, 23]
[32, 28, 23, 33, 28, 24, 27, 28, 35, 25, 35, 32, 31, 28, 25, 22, 32, 34, 30, 28, 36]
[30, 32, 27, 34, 32, 25, 28, 29, 34, 25, 32, 37, 27, 30, 38, 32, 36, 27, 27, 30, 30]
[30, 25, 30, 33, 27, 33, 29, 28, 38, 30, 32, 32, 33, 26, 35, 27, 34, 38, 38, 32, 34]
[35, 36, 33, 32, 32, 22, 30, 25, 34, 31, 26, 34, 23, 29, 33, 34, 34, 32, 28, 36, 29]
[26, 30, 32, 33, 29, 29, 31, 31, 32, 33, 23, 32, 30, 27, 37, 36, 34, 23, 28, 33, 32]
[36, 29, 34, 27, 29, 34, 34, 23, 37, 33, 36, 37, 33, 35, 36, 29, 37, 28, 31, 33, 29]
[32, 23, 31, 36, 32, 33, 34, 22, 27, 31, 35, 34, 38, 32, 33, 36, 33, 30, 35, 27, 36]
[29, 33, 31, 28, 28, 26, 33, 33, 38, 31, 34, 35, 35, 25, 35, 37, 25, 29, 27, 30, 33]
[34, 35, 29, 29, 37, 28, 29, 35, 29, 28, 34, 27, 31, 32, 29, 26, 31, 30, 35, 35, 34]
[33, 28, 28, 29, 35, 35, 28, 30, 39, 33, 27, 32, 29, 32, 29, 33, 29, 31, 32, 36, 32]
[28, 31, 30, 34, 32, 32, 33, 25, 34, 25, 36, 33, 28, 33, 25, 31, 30, 36, 33, 31, 35]
[33, 29, 30, 33, 28, 30, 33, 34, 34, 33, 34, 34, 30, 28, 26, 36, 26, 36, 31, 27, 29]
[28, 28, 31, 34, 32, 24, 37, 33, 26, 35, 33, 38, 36, 31, 31, 31, 34, 32, 32, 35, 37]
[31, 33, 33, 25, 32, 34, 25, 32, 32, 34, 31, 37, 21, 32, 32, 35, 30, 34, 34, 31, 28]
[30, 33, 32, 35, 35, 25, 23, 27, 32, 30, 36, 31, 35, 31, 32, 32, 25, 28, 20, 32, 32]
[31, 33, 26, 26, 32, 34, 26, 33, 28, 29, 33, 29, 33, 33, 37, 30, 31, 24, 32, 30, 34]
[32, 28, 27, 31, 30, 31, 31, 35, 31, 34, 33, 34, 34, 31, 26, 28, 22, 33, 34, 33, 32]
[31, 34, 29, 32, 34, 34, 29, 25, 34, 33, 27, 31, 33, 27, 32, 27, 31, 32, 34, 31, 29]
